id,location,name,followers_count,statuses_count,time_zone,verified,lang,screen_name,description,created_at,favourites_count,friends_count,listed_count
2577082467,"Cincinnati, OH",Cincinnati Today,16483,15189,Central Time (US & Canada),FALSE,en,TodayCincinnati,"Cincinnati's local news on Twitter. Breaking news, sports, events and international news. Tweet us or DM",Mon Jun 02 09:58:20 +0000 2014,1,9184,141
2580516159,USA,James Cox,1302,1652,Eastern Time (US & Canada),FALSE,en,JmsCoxxx,"After all is said and done, a lot more will have been said than done",Tue Jun 03 14:28:36 +0000 2014,506,2407,6
2591847731,"Boston, USA",Boston Today,15376,15425,Eastern Time (US & Canada),FALSE,en,TodayBostonMA,"Boston's local news on Twitter. Breaking news, sports, events  and international news. Tweet us or DM",Sun Jun 08 11:20:43 +0000 2014,3,8840,153
2598367019,USA,Rick Irwin,2033,2309,Eastern Time (US & Canada),FALSE,en,DickyIrwin,Well done is better than well said,Tue Jun 10 17:33:37 +0000 2014,2056,3105,34
2611151319,"Seattle, WA",Seattle Post,17222,27013,Central Time (US & Canada),FALSE,en,Seattle_Post,"Be the first to know Seattle's local news. Politics, sport, entertainment, business, features and more that you need to know and share",Sun Jun 15 11:14:44 +0000 2014,17,5254,201
2628066159,"Houston, TX",Houston Top News,16678,20564,Central Time (US & Canada),FALSE,en,HoustonTopNews,"Houston top news and stories, powered 24/7",Sat Jun 21 09:32:57 +0000 2014,14,9562,115
2630842499,"San Diego, CA",San Diego Daily,15702,18733,Pacific Time (US & Canada),FALSE,en,DailySanDiego,"Follow for San Diego's breaking news, special reports, entertainment and more from @DailySanDiego",Sun Jun 22 08:43:22 +0000 2014,2,5435,219
2675966513,"Dallas, Texas",Dallas Top News,18843,19714,Central Time (US & Canada),FALSE,en,DallasTopNews,"Dallas top news and stories, powered 24/7",Sat Jul 05 13:33:55 +0000 2014,6,7664,151
2944766250,"Atlanta, GA",Atlanta Online,17346,12995,Eastern Time (US & Canada),FALSE,en,Atlanta_Online,"Breaking news, weather, traffic and more for Atlanta and Georgia. DM us anytime. RTs not endorsements",Sat Dec 27 08:26:11 +0000 2014,7,9424,140
2944944427,"Miami, FL",Miami Today,18832,8218,Eastern Time (US & Canada),FALSE,en,TodayMiami,"Miami's local news on Twitter. Breaking news, sports, events  and international news. Tweet us or DM",Sat Dec 27 10:32:25 +0000 2014,3,9705,117
3070151882,"Brussel, België",Tatiana Maksimova,609,6946,Volgograd,FALSE,ru,enTatjanaMax,I'm scandinavian traveller and blogger.Also I write about politics EU.,Mon Mar 09 18:17:01 +0000 2015,14349,2326,50
3074013672,"Oakland, CA",Oakland Online,12147,14867,Pacific Time (US & Canada),FALSE,en,OaklandOnline,"Breaking news, weather, traffic and more for Oakland. DM us anytime. RTs not endorsements",Wed Mar 11 22:07:13 +0000 2015,0,10232,183
3081110164,"Jackson, MS",Jackson City Post,2643,6308,Eastern Time (US & Canada),FALSE,en,JacksonCityPost,#CityOfJackson #Jackson #USA #America #US,Mon Mar 09 06:35:04 +0000 2015,0,2074,56
3092302720,"New York, NY",Kelvin Sok,0,165,Eastern Time (US & Canada),FALSE,en,kelvsok,I like to go to parties and talk about memes,Mon Mar 16 02:23:12 +0000 2015,8,1,0
3098232473,"New York, NY",Nataly Turner,6,173,Eastern Time (US & Canada),FALSE,en,nataturn,,Fri Mar 20 02:37:16 +0000 2015,1,15,1
3824403809,,Вестник Дамаска,20247,8500,Volgograd,FALSE,ru,NovostiDamask,,Wed Sep 30 13:21:07 +0000 2015,3,2784,237
3969530725,"Texas, USA",Being Patriotic,11811,1706,Eastern Time (US & Canada),FALSE,en,patriototus,"Being patriotic means love or devotion to your homeland and readiness to defend it from any harm. United we stand, divided we fall.Conservative politics. #PJNet",Wed Oct 21 13:27:31 +0000 2015,2011,9265,58
4103087435,,Patriot Archive,7669,609,Pacific Time (US & Canada),FALSE,en,Patriot_Archive,American history in quotes & videos. Mostly politics.,Tue Nov 03 07:44:50 +0000 2015,269,7109,35
4208754922,,People For Justice!,5550,1407,Pacific Time (US & Canada),FALSE,en,MissouriNewsUS,#NeverHillary,Tue Nov 17 09:29:58 +0000 2015,143,5377,84
4209684039,,Luke Jones,2960,286,Pacific Time (US & Canada),FALSE,en,Luke_Jones13,A silent American patriot who was awoken by Donald Trump’s call to Make America Great Again.,Tue Nov 17 12:39:45 +0000 2015,15,1693,12
4224912857,,,,,,,,RealTEN_GOP,,,,,
7.3742E+17,,,,,,,,March_for_Trump,,,,,
4233777387,"New Jersey, USA",New Jersey Black,2820,451,Pacific Time (US & Canada),FALSE,en,nj_blacknews,Latest and most important news about New Jersey black community,Fri Nov 20 10:38:26 +0000 2015,40,1890,44
4289431230,"Lafayette, LA",Red Louisiana News,9767,1530,Pacific Time (US & Canada),FALSE,en,redlanews,Conservative; Right and proud; Christian. Love my country and will stand against liberals and socialists.,Thu Nov 19 11:53:45 +0000 2015,360,8729,48
4289925109,,Telah Blac,2458,1179,Pacific Time (US & Canada),FALSE,en,blacneighbor,,Thu Nov 19 12:39:39 +0000 2015,74,2176,40
4299815909,,Jeblary Bushton,8462,1176,Pacific Time (US & Canada),FALSE,en,Jeblary2016,2016 US presidential candidate,Fri Nov 27 20:33:47 +0000 2015,0,6347,115
4795201707,,American Muslims,2471,649,Pacific Time (US & Canada),FALSE,en,MUSLIMS_IN_USA,,Wed Jan 13 15:18:18 +0000 2016,107,1787,11
2438338479,,ОнлиВан,112,1205,Baku,FALSE,ru,OooonlyOne,,Wed Mar 26 18:11:00 +0000 2014,721,150,2
2498181012,Москва,Остров,241,1616,Moscow,FALSE,ru,OstrovOfficer,Я смешной (всегда смеюсь над своими шутками),Fri May 16 09:48:18 +0000 2014,2929,310,3
2516933027,"Saint Petersburg, Russia",Данила Маслов,149,376,Baku,FALSE,ru,DannyMaslov,"Люблю хоккей, слежу за политикой #hcSKA",Tue Apr 29 14:37:32 +0000 2014,313,643,1
2528799640,,newtime,152,828,Volgograd,FALSE,ru,gffgfsfgfsdffjj,,Sun May 04 18:24:06 +0000 2014,1844,249,8
2536836075,,Фрида,95,1703,Volgograd,FALSE,ru,OH_Frida,"Нет ничего дороже смеха, с его помощью можно оторваться от себя, стать невесомой.",Fri May 09 10:29:55 +0000 2014,3057,120,1
2544279414,,Stuart O'Shaughnessy,79,1914,,FALSE,en,Shocko_10,,Tue Jun 03 21:00:25 +0000 2014,422,216,3
2567949836,,Хоррор,84,1778,Volgograd,FALSE,ru,HorrorKi,"Обещания дают, чтобы нарушать, чтобы
разрушать, разбивать вдребезги, на мелкие
кусочки, дробить",Sat Jun 14 23:33:22 +0000 2014,2096,343,1
2578327831,,Микки Улыбается,76,1433,Moscow,FALSE,ru,MikkyRurk,HA HA HA HA HA HA HA HA,Fri Jun 20 08:34:22 +0000 2014,2655,34,3
2578879620,,Том Рони,76,1463,Volgograd,FALSE,ru,Zistti,Хочется выпить.,Fri Jun 20 16:02:54 +0000 2014,2178,323,1
2579089021,Мурманск,Люсик Винкова,2347,636,Moscow,FALSE,ru,LysikVinkova,активистка,Fri Jun 20 18:20:57 +0000 2014,720,49,0
2582643409,Ватноград,Аркадий Трофимов,2096,1549,Volgograd,FALSE,ru,arkadii_trofim,"Может жизнь в России и не легка, но я люблю эту страну...",Sun Jun 22 18:10:21 +0000 2014,1089,261,4
2586251828,Москва,Лила Горила,85,1884,Volgograd,FALSE,ru,Lila_Gorila,"Я же росла нормальным ребенком, дальше чё случилось-то?",Tue Jun 24 19:44:26 +0000 2014,2634,251,0
2808833544,,Максим Дементьев,98412,30624,Yerevan,FALSE,ru,MaxDementiev,Мне не всё равно,Sun Sep 14 06:20:01 +0000 2014,3619,94,166
2992047969,Санкт-Петербург,Ять тв,289,378,,FALSE,ru,YatTVRussia,Группа самоотверженных и весьма независимых аниматоров.,Thu Jan 22 13:49:05 +0000 2015,496,502,5
38875764,St-Petersburg,Olga,14,219,St. Petersburg,FALSE,ru,Leecory,here i am~,Sat May 09 15:58:34 +0000 2009,0,6,0
2519634855,Омск,Максим Благинин,4749,223,Moscow,FALSE,ru,MaksBlaginin,"Мила нам добра весть о нашей стороне
Отечества и дым нам сладок.",Wed Apr 30 19:27:41 +0000 2014,65,84,1
2525622731,,тебе пиздец,6360,1325,Eastern Time (US & Canada),FALSE,ru,TebePizdec,это полный пиздец/18+/уёбывай,Sat May 03 14:55:01 +0000 2014,292,1265,12
2532553697,"Москва, Россия",Борис Красильников,329,287,Volgograd,FALSE,ru,KrasilnikovBor,"Михаил Лермонтов со шведскими корнями и Александр Пушкин с африканскими корнями были более русскими, чем многие чистокровки",Tue May 06 08:28:57 +0000 2014,167,264,15
2537243471,,Bantta,94,119,Moscow,FALSE,ru,BanttaNantta,"Я уеду жить в свитер,
И возьму с собой бутер",Fri May 09 15:34:38 +0000 2014,175,278,0
2542876557,Москва,Илья Рогов,2305,208,Volgograd,FALSE,ru,RogovIlia,"Справедливость доблесть избранных натур, правдивость долг каждого порядочного человека",Mon May 12 12:09:09 +0000 2014,31,52,0
2579368386,Красти Бургер ,Красти Псих,186,63,Volgograd,FALSE,ru,KrustyPs,,Fri Jun 20 23:02:55 +0000 2014,73,323,0
3608261007,,PoliceState,1468,611,Pacific Time (US & Canada),FALSE,en,PoliceStateMe,,Thu Sep 10 10:48:51 +0000 2015,58,2092,10
3900319276,,أخبار عاجلة من سوريا,2933,10983,Muscat,FALSE,en,MidEastView,#اخبار عاجلة ومهمة حول الحرب والسلم في #سوريا,Thu Oct 08 14:34:01 +0000 2015,4,1655,3
87588938,,Одинокий Джордж,1267,61735,Moscow,FALSE,ru,anzgri,Никто.,Thu Nov 05 01:44:48 +0000 2009,75,36,111
1497280638,,Lindsey Rodriguez,785,1189,Eastern Time (US & Canada),FALSE,en,LynsRodriguez,Amateur travel fanatic,Mon Jun 10 04:06:20 +0000 2013,629,1015,14
1625965398,portland,Meggie O'Neil,955,1594,Eastern Time (US & Canada),FALSE,en,MeggieONeil,love yourself or no one will love you,Sat Jul 27 17:56:57 +0000 2013,1572,2020,13
1701582961,"Brooklyn, NY",Edmund Ragland,536,1087,Eastern Time (US & Canada),FALSE,en,EdmundRJr,"EAT,SLEEP,BLEED MUSIC. BROOKLYN BRED, HOME FED. TALK SHIT AT YOUR OWN RISK!! WELCOME TO THE DANGER ZONE.",Mon Aug 26 10:32:18 +0000 2013,863,588,5
2431598206,Москва,Маргарита Бероева,285,6109,Nairobi,FALSE,ru,margoberoeva,пишу учебник по истории моды,Sun Mar 23 18:39:44 +0000 2014,846,251,4
2537357265,LA,Donna Miller,1363,2094,Eastern Time (US & Canada),FALSE,en,DonnieLMiller,stars are mine,Fri May 09 16:45:06 +0000 2014,1239,2565,20
2541109454,United States,Gloris Glaze,74,14,Eastern Time (US & Canada),FALSE,en,heyitsglor,What's up?,Mon Jun 02 09:33:38 +0000 2014,14,206,0
2570574680,Россия ,РИА ФАН,11370,57212,Minsk,FALSE,ru,riafanru,"ВКонтакте: https://vk.com/riafan
Facebook: https://www.facebook.com/riafanru
Одноклассники: http://ok.ru/fannews",Mon Jun 16 09:08:53 +0000 2014,0,2908,80
2589513234,Москва,Николай Зубов,26002,19641,Volgograd,FALSE,ru,zubovnik,Журналист и блогер,Thu Jun 26 12:46:20 +0000 2014,410,657,155
2912754262,United States,Pigeon Today,29524,15665,Eastern Time (US & Canada),FALSE,en,PigeonToday,"America’s Weakest Primetime Lineup Anywhere! Follow Merica's #1 cable news network, delivering you breaking news, insightful analysis, and must-see memes.",Tue Dec 09 13:45:21 +0000 2014,1344,21248,240
3308949087,,Malcolm,19,119,,FALSE,en,mbrownhere,,Fri Jun 05 06:17:08 +0000 2015,154,237,1
3989295372,,Instotus,4516,581,Pacific Time (US & Canada),FALSE,en,instotus,"This is a community for everyone whose heart is with America. Don't be a stranger, be a patriot! Follow us!",Fri Oct 23 08:37:36 +0000 2015,613,4741,23
4444330996,Cosmopolitanism,Global Enemy,1294,493,Pacific Time (US & Canada),FALSE,en,GlobalFoe,Designed at unveiling roots of failed attempts to solve global problems #SeeGlobalFoe,Fri Dec 11 03:30:25 +0000 2015,198,2797,28
7.33273E+17,"Hessen, Deutschland",Chris Port,3178,741,Berlin,FALSE,de,chrisuport_port,"Tierarzt;Mag CauntryMusic und Basketball; Politikaktiv, Hashtag-Spieler. Hat 2 Tochter und 3 Enkel",Thu May 19 12:29:34 +0000 2016,3005,3866,29
7.52965E+17,,Darrell Hunt,1,1,,FALSE,en,Darrell_H_Hunt,,Tue Jul 12 20:38:02 +0000 2016,0,46,0
7.53215E+17,,Margareth Kurz,6,250,Bern,FALSE,de,MargarethKurz,,Wed Jul 13 13:10:02 +0000 2016,21,136,2
7.50368E+17,,Andreas Stern,17,253,Madrid,FALSE,de,sternandreas404,,Tue Jul 05 16:35:35 +0000 2016,28,149,2
7.31123E+17,"Washington, DC",Карточный Домик,9426,385,Moscow,FALSE,ru,WhiteHouseCards,"«Я всегда считал, что власть важнее денег, но когда доходит до выборов, именно деньги обеспечивают власть»",Fri May 13 14:05:42 +0000 2016,0,3047,10
2429465939,,Арсений или Роман,72,1281,Moscow,FALSE,ru,Arseni_Roman,У меня черный пояс по сарказму.,Sat Mar 22 19:35:29 +0000 2014,3234,241,4
2482076083,,Сестра Джуд Мартин,90,1131,Moscow,FALSE,ru,Bratuha_Borcuha,,Wed May 07 12:57:38 +0000 2014,2048,226,1
7.3579E+17,,Брови Брежнева,14353,1035,Moscow,FALSE,ru,bydrbre_,"секси-генсекси.  #бровибрежнева снова в деле.       МЫ ВЕРНУЛИСЬ!
Брови Вконтакте - http://vk.com/bydrbre",Thu May 26 11:10:56 +0000 2016,96,6565,19
7.23435E+17,,Erdollum,5811,2556,Berlin,FALSE,de,erdollum,"Keiner kann uns verbieten, uns so zu äußern, wie wir es wollen! Wir sind für die Meinungsfreiheit!",Fri Apr 22 08:55:14 +0000 2016,2986,4845,45
2588336851,Москва,спектор,129,950,Volgograd,FALSE,ru,inspectAn,Бывал на других планетах,Wed Jun 25 22:18:20 +0000 2014,1590,211,4
7.47344E+17,the corner of happy & healthy,Markiya,92,3871,,FALSE,en,internalmemer,sour. salty. bitter.,Mon Jun 27 08:22:09 +0000 2016,17113,74,3
2516294981,,Psycho,115,646,Moscow,FALSE,ru,krivelev_law,"Если смех продлевает жизнь, то я бессмертный",Tue Apr 29 06:33:00 +0000 2014,1214,371,3
2563075183,,Твоя Харли,88,1321,Volgograd,FALSE,ru,med_Harley,,Thu Jun 12 09:21:46 +0000 2014,1461,518,0
2577151334,,Миллениум,88,1807,Volgograd,FALSE,ru,MiliMillennium,"План действий на сегодня:
1. Проебать день
2. Лечь спать",Thu Jun 19 16:41:05 +0000 2014,2450,108,0
2519246716,,Кортон,98,1564,Moscow,FALSE,ru,MrServelat,Редкий покемон,Wed Apr 30 15:34:20 +0000 2014,2491,240,0
2525491683,Москва,Лама Нана,140,1727,Volgograd,FALSE,ru,nana_lama,"Ты меня хотя бы набери, а лучше забери.",Sat May 03 13:40:08 +0000 2014,2698,430,2
2534367226,,ПолитОпрос,19678,653,Moscow,FALSE,ru,PolitOpros,Общероссийская репрезентативная выборка для соцопросов составляет 1600 человек,Wed May 07 20:12:29 +0000 2014,13,3695,48
2575626468,Омск,Шикарный,87,1288,Volgograd,FALSE,ru,ShikarnoeL,"только те люди, которые мне нравятся, могут трогать мои волосы",Wed Jun 18 23:01:57 +0000 2014,1790,349,2
2504601561,СПб,Котик&Енотик,120,2040,Moscow,FALSE,ru,TtlenLen,,Wed Apr 23 18:33:49 +0000 2014,2678,115,0
7.89266E+17,Estados Unidos,WorldNewsPolitics,1957,638,,FALSE,es,WorldnewsPoli,"All major information policy in the world, we are ready to give you the most accurate and timely information in the field of politics and economics",Fri Oct 21 00:44:43 +0000 2016,0,4755,4
7.4887E+17,,19:37,4476,33,,FALSE,ru,4ever1937,"Утром кормили: хлеб, кипяток. Мне еще хлеба не полагалось",Fri Jul 01 13:26:09 +0000 2016,21,380,0
7.50675E+17,,Andreas Eulitz,9,98,London,FALSE,de,AndreasEulitz,,Wed Jul 06 12:58:51 +0000 2016,46,95,1
7.52825E+17,,Angela Lattke,14,231,Bern,FALSE,de,angela_lattke,#USA and #Deutdchland - friends 4rever! #TTIP,Tue Jul 12 11:19:29 +0000 2016,59,90,1
7.14721E+17,"Berlin, Deutschland",Nils Berkhoff,1753,1041,Berlin,FALSE,de,berkhoff85,"Ich  interessiere mich für #Politik, #SPD, #Wirtschaft und Internationale Beziehungen. In der Freizeit spiele ich Fußball und bin mit meiner Familie gern.",Tue Mar 29 07:48:38 +0000 2016,816,3179,30
7.25306E+17,,Berlin Bote,8,6804,Bern,FALSE,de,BerlinBote,,Wed Apr 27 12:48:46 +0000 2016,0,0,7
7.19275E+17,,Blacktivist,2404,710,Pacific Time (US & Canada),FALSE,en,Blacktivists,Non-Governmental Organization (NGO),Sun Apr 10 21:25:34 +0000 2016,21,1424,36
2401770593,"Moscow, Russia",Валерий Бреусов,91,1078,Baku,FALSE,en,briys_valera,"Любите душу, а не то, что снаружи.",Tue Mar 11 09:47:20 +0000 2014,498,53,0
7.59825E+17,United States,Chaotic Neutral,1,16,,FALSE,en,ChaNeutral,What makes a man turn neutral... Lust for gold? Power? Or were you just born with a heart full of neutrality?,Sun Jul 31 18:56:16 +0000 2016,0,55,0
7.52864E+17,,Maria Fischer,17,217,Berlin,FALSE,de,fischermaria933,,Tue Jul 12 13:53:59 +0000 2016,135,75,1
7.56554E+17,,GEO Review,37,16,Pacific Time (US & Canada),FALSE,en,GeoreviewEurope,,Fri Jul 22 18:17:31 +0000 2016,3,281,0
2588788573,Москва,Лана Дель Роджер,98,999,Moscow,FALSE,ru,gorelkinnn,любитель всяких глупостей,Thu Jun 26 03:43:22 +0000 2014,2029,340,1
7.0367E+17,,InstVets,2618,184,,FALSE,en,inst_vets,,Sat Feb 27 19:58:12 +0000 2016,3,4244,13
7.19281E+17,Islamic States of America,Jihadist Wife,5081,1071,Pacific Time (US & Canada),FALSE,en,Jihadist2ndWife,Wife of an ISIS terrorist. Enjoying submission to my husband and absence of women rights.   THIS IS SATIRICAL ACCOUNT NOT CONNECTED WITH ISIS!,Sun Apr 10 21:49:41 +0000 2016,1036,3797,51
2589592793,,Джонни Морган,67,738,Volgograd,FALSE,ru,Jorda_Morgan,"У людей период сейчас такой...
Либо Есенин.
Либо Каспийский.",Sat Jun 07 15:13:07 +0000 2014,1371,104,0
7.52973E+17,,LGBT United,338,453,,FALSE,en,LGBTuni,"We speak for all fellow members of LGBT community across the nation.
Gender preference does not define you. Your spirit defines you.",Tue Jul 12 21:09:28 +0000 2016,0,262,3
535690498,,LinaLuna,785,9394,Volgograd,FALSE,ru,Lmarinays,НЛО,Sat Mar 24 20:41:43 +0000 2012,627,202,3
7.16919E+17,,Lukas Rösler,1217,1212,Berlin,FALSE,de,lukas_rosler,,Mon Apr 04 09:23:23 +0000 2016,1270,3067,14
3906961827,Paris,Maxime Garon,82,1024,Paris,FALSE,fr,maximgaron1,"Né à #Paris, je m'interesse des affaires étrangères. Tu peux trouver ici les #nouvelles récentes, n'hésitez pas à partager vos pensées. #Syrie",Fri Oct 09 07:46:20 +0000 2015,31,522,1
7.63665E+17,,darya medovaya,3263,248,Pacific Time (US & Canada),FALSE,ru,mmmdarya,,Thu Aug 11 09:16:25 +0000 2016,249,380,0
2533095573,,Барин-Модник,74,862,Volgograd,FALSE,ru,Moda_Barina,"Стильно, модно, молодежно",Tue May 06 15:30:14 +0000 2014,1594,52,0
7.18341E+17,,Matthias Berger,980,1135,Berlin,FALSE,de,mtthsberger,"Fauler Student, ich studiere Wirtschaftsinformatik, spiele in der Freizeit  Tennis und spaziere mit meinen Freunden gern",Fri Apr 08 07:33:10 +0000 2016,2113,2966,23
2545365862,,ОбниМаша,244,1291,Volgograd,FALSE,ru,mwiqcen,"я не люблю обнимашки, не тискай меня!",Tue May 13 16:22:47 +0000 2014,2461,257,3
7.48465E+17,United States,$10 challenge,30,4,Pacific Time (US & Canada),FALSE,en,PeeOnHillary,"Print Hillary's face  Pee on it  Send us proofs  Earn money 

https://imgur.com/a/3p8EO",Thu Jun 30 10:35:29 +0000 2016,0,1510,0
7.50346E+17,,Peter Kistner,52,248,Berlin,FALSE,de,PeterKistner,,Tue Jul 05 15:09:43 +0000 2016,32,632,2
7.62948E+17,,Русские в Америке,5,13,,FALSE,ru,RUS_IN_USA,,Tue Aug 09 09:46:35 +0000 2016,0,18,2
7.52792E+17,,Ingrid Schulte,10,244,Berlin,FALSE,de,schultei2,Ich glaube an Gerechtigkeit seit dem 22. November 2005,Tue Jul 12 09:08:21 +0000 2016,71,100,2
7.5286E+17,,Katharina Sonder,26,393,Berlin,FALSE,de,SonderKatharina,Ich studiere BWL und mag reisen!,Tue Jul 12 13:39:00 +0000 2016,108,210,1
7.52882E+17,,Tina Kurtz,7,134,Bern,FALSE,de,TinaTkurtz1222,,Tue Jul 12 15:06:14 +0000 2016,77,55,0
7.4999E+17,st/petersburg,timofey tsvetkov,3216,2271,,FALSE,en,TTsvetkov,упакуй луну,Mon Jul 04 15:36:43 +0000 2016,2812,405,0
7.03291E+17,,Williams&Kalvin,740,326,,FALSE,en,Williams8kalvin,Videoblog about social issues. Subscribe to our YouTube channel!,Fri Feb 26 18:51:47 +0000 2016,32,599,9
7.03303E+17,,Diana Williams,1973,170,Pacific Time (US & Canada),FALSE,en,Williams_Diana_,American. Conservative. Woman.,Fri Feb 26 19:38:58 +0000 2016,0,4468,10
7.5285E+17,,Joachim Buchwitz,1,5,Berlin,FALSE,de,JoachimBuchwitz,,Tue Jul 12 12:59:25 +0000 2016,13,50,0
7.50656E+17,,Klara Sauber,25,11,Bern,FALSE,de,klara_sauber,,Wed Jul 06 11:43:14 +0000 2016,12,192,0
7.49931E+17,,Maria Neuberg,8,15,Bern,FALSE,de,MariaNeuberg1,,Mon Jul 04 11:42:19 +0000 2016,11,100,0